initialFinish CUDelta[0] CUIdx[0] CUValid[0] CUDelta[1] CUIdx[1] CUValid[1] CUDelta[2] CUIdx[2] CUValid[2] CUDelta[3] CUIdx[3] CUValid[3] CUDelta[4] CUIdx[4] CUValid[4] CUDelta[5] CUIdx[5] CUValid[5] CUDelta[6] CUIdx[6] CUValid[6] CUDelta[7] CUIdx[7] CUValid[7] rowReady rowValid binIdx rowIdx rowDelta[0] rowDelta[1] rowDelta[2] rowDelta[3] rowDelta[4] rowDelta[5] rowDelta[6] rowDelta[7] CUReady[0] CUReady[1] CUReady[2] CUReady[3] CUReady[4] CUReady[5] CUReady[6] CUReady[7] PEReady[0] PEReady[1] PEReady[2] PEReady[3]
1 2e3c 40 1 319f 8d 1 2cff 51 1 3926 1b 0 38dc e2 0 3a59 2b 0 283c 35 1 3527 7b 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 0 1 0 0 0 1 
1 27db 04 0 37be cf 0 3872 d6 1 29d8 de 0 3577 22 1 38b1 2a 0 353a b0 1 3b19 fc 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 0 
1 379f 41 0 3659 4d 0 35ea 11 0 3303 d9 1 2d9f 60 0 372e 68 0 3a4a 76 0 386a 7c 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 3bc7 c2 0 36b7 c8 1 38fe 54 1 3994 da 1 28a2 a5 1 2fe9 6a 0 3a0e 77 0 3b48 3c 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3a3e 44 0 3988 4d 1 345f 17 0 38d0 1e 0 2b24 a1 0 380f ee 0 317a 34 0 3b62 ba 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 36c2 81 0 3b48 4b 0 24f1 d4 1 35da 5e 0 1f72 21 0 3926 6d 1 3b59 f2 0 3528 3d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3b53 03 0 38a8 8a 1 3b1e 94 1 35de 9e 1 345d a6 0 3059 a8 0 3a9d f0 0 36f6 fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 0 
1 3ae4 c5 1 3a4d ce 1 26df 90 0 3503 9f 0 3a14 e6 1 36fa ac 1 378e 33 1 3816 7e 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 1 
1 3b16 41 1 36b6 4b 0 3916 d3 1 3926 da 1 3bf9 64 1 3829 6c 0 3396 b1 1 3801 3d 0 0 1 7 0 3f12 3e4a 371e 3f4f 0000 3f30 391c 39f5 1 1 1 1 1 1 1 1 1 1 1 1 
1 2cef 04 1 388a ca 1 34a4 91 0 3bf3 58 0 3724 e6 0 3881 6c 1 3804 b5 0 3a71 bb 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 0 
1 39e3 46 1 3b1d 0d 0 3906 17 0 388e dd 1 3bbc e7 1 3aa4 29 0 38a5 b6 1 3a23 ff 0 0 1 7 1 360b 3fa8 3cd9 0000 3970 0000 3fc2 3af2 1 1 1 1 1 1 1 1 0 1 1 1 
1 3908 c3 1 2914 48 1 33d3 55 1 3872 da 1 370b e2 0 3b4c 6a 1 36e3 36 1 3a56 78 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 380f 01 0 3471 4c 0 3bc8 91 0 34fc 98 0 2d0e 60 1 3263 ee 0 3b25 f2 1 368f ff 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 0 0 
1 32b5 46 0 350b ce 1 3152 53 0 3be3 5f 1 34bc 63 0 316d ad 0 3a68 b4 1 38b9 f9 0 1 1 7 2 3b69 0000 3eb7 3597 32ee 0000 33c1 3781 1 1 1 1 1 1 1 0 1 1 1 1 
1 380a 40 0 3970 c9 0 38c8 57 1 3abd 9a 1 3b84 a3 1 3a15 ab 0 2bcf b5 1 3095 7a 1 1 1 7 3 3afc 0000 4173 3ffc 2f01 3738 3ec8 3e7f 1 1 1 1 1 1 1 0 0 1 1 1 
1 3466 00 1 2998 4c 1 2c22 55 1 3820 9f 1 38a3 21 0 3b6c ea 1 2434 b2 1 34bb 7d 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 1 0 
1 3863 44 1 3a5c 4a 0 383b 55 0 32fb dc 1 2f19 24 1 3856 69 1 2d2f b0 1 396f 3e 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 0 1 
1 3bc6 85 1 3a95 89 0 3932 d2 1 3b44 98 1 3a7c a3 1 2d22 6f 0 3a22 31 0 36a8 7b 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 1 0 
1 2cbc 84 0 3018 cb 1 3a0c 15 0 3bd3 58 0 38dd a2 1 2cf2 aa 1 384b 71 1 278b f9 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 1 1 
1 3aac 87 0 3100 cc 0 3ad4 55 1 3b4f 9d 1 389d a6 0 3bdc ea 1 36d7 f1 1 3b7f 39 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 1 1 
1 368e 07 1 390c ca 1 3710 d5 1 366f 5a 0 3a8b 20 0 2f5b ef 0 35e5 74 1 3735 bc 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 0 0 
1 30e2 82 0 391e 0a 1 36cb 16 1 3b23 58 0 3967 a2 1 3495 a9 0 3bd2 b1 1 3b63 7b 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 0 1 
1 3af6 41 0 36c1 c9 0 3b5a d0 1 39c6 1f 0 30d6 a4 1 344e ed 1 1cab f7 1 34af 78 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 1 0 1 
1 35a9 c3 0 3736 cb 1 3b7b 57 1 305e 1d 0 34e2 a3 0 2e58 6a 0 347a b2 1 38f5 fb 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 0 1 
1 3baa c0 0 2bb7 8d 0 36bb 53 1 3699 19 0 3005 e2 0 3560 68 0 3a80 f0 0 3a2f b8 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 1 0 0 
1 3a0c 46 1 3a3b 0f 0 3be5 55 1 36d8 5c 1 2c98 60 1 391b 6a 1 3b5f b4 0 39c1 be 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 0 0 
1 3b42 41 0 3593 cd 0 3294 16 1 3bd7 9a 1 3511 e0 1 383d e9 1 3a4f f3 1 35a5 f9 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 1 0 
1 36c7 45 1 3b03 09 0 377a d4 0 3915 d9 0 39d8 a0 0 3636 6c 0 33ce b2 1 2d90 fc 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 1 0 
1 3bff 82 1 3208 8c 0 355a d4 0 395e 18 1 3919 e2 0 2c8e 28 0 3b61 74 1 2ff6 ba 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 0 0 
1 3840 c0 0 37d8 8a 1 3a58 53 1 36c7 9b 0 3194 a5 1 322b ad 0 3320 70 0 3890 ba 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 0 0 
1 349e 84 1 2805 cc 1 399c 11 1 3a3a 5f 1 35eb e2 0 3a38 ea 0 367c 76 1 3b20 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 0 1 
1 3add 02 1 3723 c8 0 3b9b d7 0 3928 1f 0 2dec a4 1 3775 6d 0 3b92 b0 1 38fc 38 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 1 0 1 
1 39e2 c4 0 39d3 cb 1 3144 57 0 3bfb da 0 3b1d a7 0 3adc 2d 1 2976 77 0 3abd f8 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 1 0 
1 3be4 80 0 3b98 4d 1 38ac 96 0 2a9e 18 0 38dd 26 0 33b3 a8 1 3046 73 0 38b0 bb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 0 
1 38d1 81 0 38c9 4b 0 3afe d2 0 38c2 1c 0 398a 20 0 3ac7 2f 0 3a60 b5 1 3ac6 3f 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 0 1 
1 3745 05 1 314f ca 1 2f8d 17 1 347e 1c 1 322d 21 1 3a18 ea 0 2c8d 71 0 3868 38 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 0 0 0 
1 3b63 c2 0 34b9 4c 0 3753 92 1 35ec 19 1 35db 61 0 348d 28 0 269a f7 1 34fc b8 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 0 1 
1 3865 41 1 3158 cf 1 25d7 d4 0 2aee 1a 0 3524 25 1 388f ac 0 3b09 f4 0 386c f8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 1 1 1 
1 26dd 43 1 28ea 8e 0 3844 17 1 38fc 5b 0 3717 e0 0 3bb6 eb 1 3895 b7 0 39b5 be 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 0 1 0 
1 3652 87 1 3b0d 48 0 2bc5 d5 0 3238 5c 1 38ff 64 0 3ab8 68 1 3a7f f0 1 3039 fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 0 1 1 1 
1 37ce 47 0 37d5 8b 1 2792 97 1 3937 5e 0 311d 64 0 3a9a ef 1 3894 f0 1 2bc1 bb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3a71 c1 0 3a1a 0e 0 399d 92 0 34c6 df 0 24b8 65 0 39c2 6c 1 39b6 76 1 39fb bd 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3966 07 0 387c 8d 0 3825 d6 1 3830 d9 1 3862 20 1 35fb ea 1 3a19 f4 0 39dd fc 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3897 05 0 3308 4c 0 21f7 d0 0 3b78 9a 0 39ed 22 1 3508 ed 0 3418 b4 0 3826 fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 38c0 80 0 38e2 cd 1 36f1 56 0 364f 99 1 33cf a0 1 3224 ad 0 38c1 b4 0 3aae 3d 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 345a c3 0 38b6 8d 1 27b4 d0 1 3602 5b 0 39f5 26 1 3427 6e 0 3866 75 1 3a8d 38 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 30b1 81 1 36b2 ca 1 3962 d4 0 3b67 5c 1 376c a7 1 3a8e 2f 1 3b9c f0 0 3674 be 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 313d 04 1 38b3 89 0 356d d7 1 36a2 df 0 3821 23 1 3726 6e 0 3abf f0 1 3b15 7f 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3b2e 40 0 39e5 48 0 35c9 13 0 2dc2 9d 1 374d a3 1 336a e9 1 3a96 f2 0 343d fa 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 38f6 c7 1 379a 8a 0 3b28 96 1 3428 1a 0 3aec a1 0 237c 29 1 3957 b5 0 3ac1 7d 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3ac3 c1 0 256d 4a 0 2b3c 14 1 39a5 5d 1 3906 a4 0 3a01 2f 1 3260 b5 1 2693 7a 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 3914 c0 1 2ca8 cb 1 364f 12 1 3718 59 1 370c a7 0 3a11 2e 0 3726 b3 1 344c 3c 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 0 1 1 1 1 
1 383e 44 0 39c0 cd 0 3a2a d0 0 344b 5b 1 3ac2 a3 1 3846 6b 0 36b1 72 1 2cae fa 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 35a1 81 0 3048 09 0 3664 17 1 3a8d 58 0 3b2c e1 0 3867 2f 1 3866 f3 1 2d3a fe 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 2ceb 81 0 3841 4d 1 2edf d4 1 38ac 5c 1 37aa 25 0 35a4 69 1 398f b0 0 1d2f 7c 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3be8 43 0 2cdd 8b 1 2e13 97 0 3bd9 19 0 3919 64 1 3943 2a 1 29b0 73 1 36bd fc 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 348d 42 1 3474 8c 1 2f89 52 1 3885 9c 0 2530 27 1 3816 29 1 3ae0 b1 0 398b fd 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 2fc2 80 1 31fe 09 0 3599 15 0 3ae8 19 0 2c13 62 0 2f79 6b 1 3303 36 1 3bc0 bc 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 2a12 81 1 363a 89 1 3bea 90 0 39ee 1a 0 35ae 26 0 3961 6b 1 1de0 73 1 37a9 7d 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 1 1 
1 3621 44 0 3b5f 0c 1 3a75 94 1 36da de 0 3a37 a7 0 364f 29 0 391c b3 1 3a5c fa 1 0 1 0 0 3c43 3ea1 4116 39a9 3e29 3e17 3a62 3ed9 0 1 1 1 1 1 1 1 0 1 0 1 
1 3b58 00 0 3a44 4d 0 39b2 d5 0 2951 5a 1 3a51 a5 1 3745 ee 0 3914 37 1 3890 bf 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 0 0 0 1 
1 3691 47 0 37e7 4d 1 3867 52 1 3ad3 18 1 2cf7 e5 0 1755 2a 0 387e 30 1 319d fc 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 1 1 1 
1 39f0 45 1 28dc 8f 1 34b8 91 0 36dd 18 1 2e9e 24 0 3b4e ee 0 3bb1 b7 1 3173 bb 1 1 1 0 1 2f3b 3e69 39f5 4127 3c81 3ad2 409f 0000 0 1 1 1 1 1 1 1 1 1 0 1 
1 3a8e 85 0 3a2b 0d 0 3a78 d5 0 3648 9c 1 36f8 26 1 3a34 6f 0 34e9 74 1 36dc fd 1 1 1 0 2 3cca 357a 405a 3bf7 3c72 3fc8 3bca 37ba 0 1 1 1 1 1 1 1 0 0 0 0 
1 3925 85 1 3a34 8d 0 3060 94 0 366d 1c 1 39be a3 0 2da3 ec 0 393d f4 1 3bd8 f8 0 0 1 0 3 3dc2 0000 3aaa 3a79 0000 3ea5 37d6 38f6 0 1 1 1 1 1 1 1 1 1 1 0 
1 344a 44 0 3449 cd 0 3177 95 1 3624 9d 1 366b a4 1 37e3 a8 0 3467 32 1 3a2c 39 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 0 0 0 
1 3bc8 02 1 3798 88 0 232d 57 1 3970 1f 0 3a58 62 0 3972 a8 0 39bf 36 1 299d ff 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 0 1 1 1 1 0 1 1 1 
1 30c9 44 1 34d0 0e 1 3bec 94 0 3823 de 0 398a 64 0 397a 6a 1 30bf b6 1 31e0 3a 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 0 1 0 
1 3bb2 00 1 382f 4f 1 3bde 10 1 397c 1a 1 2117 a0 0 3348 69 0 37ce b1 1 2eff 79 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 0 1 1 1 1 1 1 1 1 0 1 1 
1 3380 84 0 3a3f 09 0 3732 94 1 2f71 db 1 3ab7 e5 0 3b36 2e 0 29e1 b0 1 3441 fb 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 1 
1 37e7 43 0 3b44 8d 0 3083 d1 0 3b8f 5a 0 39e3 21 1 39dc 2d 1 3bba 71 0 3abf 79 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 0 
1 3a9a 47 1 3123 0f 0 2ef6 90 1 2ce2 1e 1 351c 24 0 34af 2b 1 3092 b4 1 3b7e fb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 0 0 
1 351c c3 0 38ea 4d 1 3a9f 96 0 3850 5f 0 362e a0 1 2109 2d 1 3688 f3 0 2b42 79 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 1 1 1 
1 394b 81 0 2d57 ce 0 35f1 d1 1 39d8 5b 0 3a28 e0 1 34d5 6e 1 3289 30 1 2802 bb 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 1 
1 3b49 06 0 35c2 4b 1 3a3f d4 1 3310 99 0 3473 62 1 3878 2d 0 35b4 f6 0 395d b9 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 0 0 0 0 
1 3a6f 40 1 30d2 4a 1 395f 10 0 2be8 5f 1 2fd5 a2 0 39dc af 1 34ef b2 0 3acf f9 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 1 1 1 
1 3899 01 0 3b68 0e 1 30bd 15 0 3702 1b 1 35ce a7 0 35de e9 0 3379 f5 0 34ea 3b 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 0 0 
1 2beb 43 0 3a0a cd 1 371d d7 1 33fc d8 0 2c35 e7 0 3a86 2b 1 3894 f2 0 34d6 fb 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 1 0 
1 3b10 47 1 38a5 88 1 30df d0 1 36c1 99 1 33f7 23 0 308f 68 0 33af b7 1 2ca3 3b 0 1 1 1 0 29b2 3e5d 3ef3 3da0 3d33 0000 0000 40dc 1 0 1 1 1 1 1 1 0 1 0 1 
1 3751 84 1 2fb9 8d 0 3832 95 1 3b9c 5e 1 38cb 66 0 31d8 2d 0 391a 75 1 360f 38 0 1 1 1 1 2915 3d85 0000 3ecc 3a04 4154 3b9f 3a49 1 0 1 1 1 1 1 1 1 1 0 1 
1 332a c0 1 3002 ca 1 3799 d0 1 39a3 1d 0 3b1b a5 0 3902 29 0 3582 37 1 2c07 7e 1 1 1 1 2 35bb 396d 41e4 3b96 3a06 3a1d 3bad 28dd 1 0 1 1 1 1 1 1 1 1 0 0 
1 3648 47 0 3986 8c 1 3791 52 1 3abd 1d 0 346c 20 1 3a9e af 0 3ba6 f5 0 3789 bb 0 1 1 1 3 3c3b 3d5e 402b 3d84 38da 38e2 3d36 3c61 1 0 1 1 1 1 1 1 0 1 1 0 
1 3445 04 0 35ec 49 0 2c6d 17 0 25e7 9f 0 3a31 a2 0 3381 6a 1 3909 b5 0 39e0 78 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 0 1 0 1 
1 39a1 44 1 2853 89 0 385c 92 0 399d 9f 1 393c e4 0 2a67 2b 0 34d8 f3 1 3a41 7c 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 0 0 0 
1 36c9 c3 1 38e4 0a 0 36b3 52 0 3433 db 0 345e a0 0 2f79 a8 1 38f8 71 0 3b09 ba 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 0 0 1 0 
1 370b 02 0 316e 09 0 3842 13 1 3b6b db 1 379b a1 0 3b6c 2f 0 3860 b0 0 3aed fb 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 0 1 1 1 1 1 1 1 1 1 1 
1 3932 02 0 304c 4c 1 3487 15 1 3bdd 9c 1 388f a3 0 2171 6d 0 2e35 70 1 272f 7e 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 0 0 
1 378b 04 1 393c 0b 1 250d 96 1 3867 9c 0 38f6 a7 1 25c6 2f 1 39c1 74 0 329f f9 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 1 0 1 
1 3bd3 07 1 2ff8 08 0 33a6 91 1 39ef 5c 0 1cc3 a3 1 3ac2 6a 0 3b44 70 1 3450 3f 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 1 1 1 1 1 1 1 0 1 1 
1 370d c1 0 3a8f 0e 1 3b43 14 0 2cf8 99 0 3ae7 22 0 30a2 2d 1 399f 32 0 3b31 78 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 0 1 
1 389f 06 0 396f cd 0 37bc 92 0 3613 9b 0 3b1a 65 0 3999 ea 0 352f b3 0 35bd f8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 1 0 1 
1 3a5c c0 1 3732 c8 0 38bd 55 1 37a2 1c 1 3801 64 1 301f eb 0 3546 f4 1 3496 3f 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 0 
1 3a2a 02 1 3ace 48 0 39d7 94 0 24da db 0 3a50 a4 1 3914 ac 0 3b3c 70 0 293e 39 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 0 1 
1 3ae3 46 1 3847 0b 1 3816 90 0 39b5 9b 0 38fd a0 0 338f ea 0 3923 f7 1 37b9 3e 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 1 1 
1 3bc2 c0 1 245d 0e 1 3751 97 0 3b13 98 1 37ed 20 1 3953 6c 1 3acd b2 0 38ab f9 0 0 1 2 0 3bde 399c 4015 0000 4016 0000 3d6f 3c38 1 1 0 1 1 1 1 1 0 0 0 1 
1 3b2e 06 0 3bc0 cb 1 3445 d0 1 3409 5d 0 3975 a0 0 3096 2a 0 3554 32 0 312c f8 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 1 0 
1 3acc 04 1 3765 c8 1 3a14 13 0 3ab0 db 0 3b2a e4 0 34d2 ac 1 3a1f 72 0 38b6 fb 0 0 1 2 1 3fcb 35a4 3e00 3f43 38fe 404c 3bbd 3e2f 1 1 0 1 1 1 1 1 1 1 0 0 
1 3a70 c5 0 3673 89 0 2f9c 17 1 39ac 9f 0 3836 a3 1 36d0 ee 1 354d 77 1 3710 7a 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 0 0 1 
1 2e60 47 1 37dd ce 1 3990 50 1 24a9 59 1 3a88 a4 1 2e54 ed 0 3b28 73 0 38a4 b8 0 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 0 0 
1 3952 c1 1 39bd 8c 1 391b 13 0 39fc 5e 0 366f e2 1 3183 a9 1 3698 f6 0 2929 fe 0 0 1 2 2 2ef6 0000 3e36 3ec8 404a 3d7a 3b73 3a21 1 1 0 1 1 1 1 1 0 1 0 1 
1 39cc c7 0 360f 09 0 3b0a 57 0 34eb 19 1 3a1c e6 1 3804 ab 0 3864 37 1 35b5 3a 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 1 1 
1 3989 c7 0 3074 0d 0 2c57 11 0 35c3 98 0 3bca e6 1 3858 ec 0 3a4b 35 1 3292 b8 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 0 1 
1 381e c3 1 3622 0e 1 360b d5 1 313c df 0 3765 27 1 3959 ad 0 3a13 b7 0 3be3 7c 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 0 0 0 
1 39b0 05 1 3752 c9 1 387f 51 0 3420 99 1 2a97 e0 0 3227 6c 1 3a41 b5 1 392b ff 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 0 1 1 
1 378c 42 0 3452 0b 0 3225 12 0 3886 9f 1 24f6 a6 0 39c2 ed 1 2e10 f7 1 3829 fe 1 1 1 2 3 4188 35f1 4023 3916 3b42 3c10 3c4b 3a45 1 1 0 1 1 1 1 1 0 1 1 1 
1 3aa6 82 0 2bb7 c9 0 37bd d3 0 3188 5c 0 38a3 26 1 391e a8 1 32fc b4 0 30cc bc 0 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 1 1 1 
1 3788 82 0 34aa 4f 0 3b38 93 1 2d32 9a 1 331b a3 1 261f 6d 1 323a 75 0 2dc6 ba 1 1 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 1 0 1 0 
1 3264 86 1 3b0f 0b 1 3911 50 1 38ad 19 0 389b 62 1 3a88 ec 0 39fd b5 0 3a28 bd 1 0 0 0 0 0000 0000 0000 0000 0000 0000 0000 0000 1 1 0 1 1 1 1 1 0 1 1 1 
